Source,Number of sources,Variable,Task,Ethnicity,Age ,Age_sign1,Age_value1,Age_sign2,Age_value2,Unit,Sex,Education,Socioeconomic status,Sign_1,Cut_off_value_1,Sign_2,Cut_off_value_2,Unit,Interpretation 1,Interpretation 2,Comments
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Female,NA,NA,=,4,NA,NA,cup/week,Recommended amount,NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Female,NA,NA,=,4,NA,NA,cup/week,Recommended amount,NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Female,NA,NA,=,4,NA,NA,cup/week,Recommended amount,NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Female,NA,NA,=,3.5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Male,NA,NA,=,4,NA,NA,cup/week,Recommended amount,NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Male,NA,NA,=,5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Male,NA,NA,=,5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Male,NA,NA,=,5,NA,NA,cup/week,Recommended amount,NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://www.choosemyplate.gov/vegetables,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Male,NA,NA,=,4,NA,NA,cup/week,Recommended amount,NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables; Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs. Vegetable subgroup recommendations are given as amounts to eat weekly. It is not necessary to eat vegetables from each subgroup daily"
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 8 years,>=,2,<=,8,years,NA,NA,NA,=,1,NA,NA,cup/week,"Recommended amount for 1000 calorie intake for Healthy U.S.-Style, Mediterranean-Style, and Vegetarian Eating Patterns",NA,Applicable only for vegetables 
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 8 years,>=,2,<=,8,years,NA,NA,NA,=,1.5,NA,NA,cup/week,"Recommended amount for 1200 calorie intake for Healthy U.S.-Style, Mediterranean-Style, and Vegetarian Eating Patterns",NA,Applicable only for vegetables 
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 8 years,>=,2,<=,8,years,NA,NA,NA,=,1.5,NA,NA,cup/week,"Recommended amount for 1400 calorie intake for Healthy U.S.-Style, Mediterranean-Style, and Vegetarian Eating Patterns",NA,Applicable only for vegetables 
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,2,NA,NA,cup/week,"Recommended amount for 1600 calorie intake for Healthy U.S.-Style, Mediterranean-Style, and Vegetarian Eating Patterns",NA,Applicable only for vegetables 
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,2.5,NA,NA,cup/week,"Recommended amount for 1800 calorie intake for Healthy U.S.-Style, Mediterranean-Style, and Vegetarian Eating Patterns",NA,Applicable only for vegetables 
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of fruits and vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,2.5,NA,NA,cup/week,"Recommended amount for 2000 calorie intake for Healthy U.S.-Style, Mediterranean-Style, and Vegetarian Eating Patterns",NA,Applicable only for vegetables 
